date,open,high,low,close,adjusted close,volume,dividend amount,split coefficient,ticker,vwap,rsi,spikes
2002-02-01,4.9,4.9,4.75,4.8,4.70266860776952,8700,0.0,1.0,IMMR,3.3051772731483378,69.59847123549858,25.654450261780106
2001-04-02,5.75,5.75,5.313,5.438,5.32773164355222,67300,0.0,1.0,IMMR,5.228261247800261,52.08575355618092,33.84198867831651
2000-10-17,12.75,12.88,11.5,11.88,11.6391048042296,87900,0.0,1.0,IMMR,9.200459840146754,60.27560432436647,25.05263157894737
2000-08-01,20.5,21.75,17.94,17.94,17.5762239215386,136500,0.0,1.0,IMMR,16.346509799128068,55.76346511883133,31.044558071585104
2000-04-13,44.25,44.25,38.38,38.75,37.9642517814727,44900,0.0,1.0,IMMR,32.88270203855606,61.879289350649216,27.04918032786885
2000-03-31,64.0,65.88,57.0,60.0,58.783357597119,61400,0.0,1.0,IMMR,41.09509942753842,66.83095798534083,62.425554953979436
2020-03-13,0.36,0.38,0.3,0.31,6.2,1173012,0.0,1.0,ACHV,0.30015175135259714,47.071198025727654,34.78260869565217
2019-12-16,0.8,0.92,0.74,0.77,15.4,1619162,0.0,1.0,ACHV,0.6706764164722021,72.1012419930241,57.14285714285714
2019-06-10,3.67,3.9499,3.67,3.88,77.6,108315,0.0,1.0,ACHV,2.761321612896968,88.70997063394633,33.793103448275865
2018-06-14,6.49,6.58,5.09,5.2,104.0,257821,0.0,1.0,ACHV,4.827344999354694,67.83118825269669,42.46575342465755
2018-06-13,7.22,7.68,6.77,6.95,139.0,68314,0.0,1.0,ACHV,4.834771223554564,77.34315574597603,33.653846153846146
2016-08-15,0.85,0.9351,0.85,0.8986,1976.92,164157,0.0,1.0,ACHV,0.5459529869179126,81.02334995056222,69.70727101038716
2015-12-01,2.62,2.7,2.59,2.62,5764.0,379826,0.0,1.0,ACHV,1.4014834371857419,93.25007630548262,60.73619631901843
2014-04-25,10.4,10.4,9.5,9.7,21340.0,352100,0.0,1.0,ACHV,4.252381680094168,92.77007518482736,151.94805194805193
2012-03-15,16.58,17.48,16.34,17.43,38346.0,264600,0.0,1.0,ACHV,13.817662199636112,83.02432331894686,26.212889210716874
2009-12-18,30.03,30.63,29.51,29.65,65230.0,45200,0.0,1.0,ACHV,21.865086655280205,79.77691705695257,40.32181732134406
2009-02-13,3.93,4.2099,3.77,3.95,8690.0,23400,0.0,1.0,ACHV,3.5281842537225936,49.31332585188084,36.20689655172416
2008-12-26,4.11,4.22,4.11,4.1601,9152.22,7300,0.0,1.0,ACHV,3.703177061965812,48.04577202640596,30.410658307210035
2008-12-08,7.52,9.38,7.52,8.159,17949.8,515400,0.0,1.0,ACHV,6.666035751518917,71.08014079454583,34.41515650741351
2007-09-24,4.35,4.35,4.35,4.35,9570.0,37326600,0.0,1.0,ACHV,2.8228042955331354,97.88759822853908,530.4347826086956
2001-03-21,1.27,1.38,1.13,1.31,2882.0,7200,0.0,1.0,ACHV,1.0614712643678161,46.27026339039703,31.000000000000007
2000-12-15,0.59,0.63,0.56,0.63,1386.0,43200,0.0,1.0,ACHV,0.5618859138533178,42.19444578750728,26.0
2000-10-12,3.63,3.63,3.38,3.38,7436.0,32400,0.0,1.0,ACHV,0.9161792833275723,90.61711616367835,271.4285714285714
2000-05-24,3.03,3.44,2.69,3.13,6886.0,43200,0.0,1.0,ACHV,3.0243824027072757,47.98147707766633,25.2
2000-04-13,3.63,4.0,3.59,3.63,7986.0,64800,0.0,1.0,ACHV,3.5057763975155276,51.302236171878214,38.02281368821292
2000-03-13,7.03,7.38,6.5,6.63,14586.0,383400,0.0,1.0,ACHV,5.240569245463228,75.28227456718665,27.74566473988438
2020-03-17,13.99,15.0,13.5,14.38,14.38,267141,0.0,1.0,CTRN,9.948776866731917,68.19568667019247,49.4802494802495
2008-11-13,10.43,11.89,9.48,11.61,10.8368369059122,181900,0.0,1.0,CTRN,10.136817395526691,52.67838249736802,25.92190889370931
2007-08-08,35.78,38.35,35.78,38.08,35.5440783270575,581200,0.0,1.0,CTRN,26.804263869900204,87.45168212640425,43.31953330824236
2022-11-01,9.67,9.85,9.19,9.53,9.53,297275,0.0,1.0,CPS,7.9114853575344855,65.52186745171673,35.94864479315263
2022-06-14,4.9,5.32,4.815,5.05,5.05,381412,0.0,1.0,CPS,4.650632753728208,50.17214347261331,36.11859838274931
2022-04-28,5.97,6.18,5.73,5.95,5.95,729914,0.0,1.0,CPS,5.464084508825501,55.216223919333935,29.067245119305852
2021-11-03,26.77,28.06,26.33,27.7,27.7,114896,0.0,1.0,CPS,23.807919150888644,64.02974684899779,25.56663644605621
2020-03-17,13.41,13.54,11.68,11.81,11.81,454266,0.0,1.0,CPS,9.972534983656306,55.71085004034296,44.73039215686274
2018-11-01,92.65,95.57,92.65,95.46,95.46,266657,0.0,1.0,CPS,75.84475879446212,79.28056759061589,31.741650565829428
2020-07-10,5.39,5.68,5.32,5.68,5.68,373800,0.0,1.0,BWEN,5.008813238672051,63.90282537556089,26.785714285714256
2011-09-28,0.4177,0.42,0.3725,0.3752,3.752,1235016,0.0,1.0,BWEN,0.3504018041399069,48.40619570526785,25.695142378559453
2011-08-05,1.3,1.311,0.85,0.95,9.5,2526157,0.0,1.0,BWEN,0.8398416478834869,69.94304924820436,25.0
2011-08-04,1.38,1.4,1.33,1.34,13.4,768832,0.0,1.0,BWEN,0.8719618353798722,81.77447880152381,41.052631578947384
2010-03-11,5.4,5.71,5.3,5.68,56.8,915785,0.0,1.0,BWEN,4.568977593604236,77.86472557291651,27.069351230425063
2009-03-02,4.35,4.36,3.35,3.92,39.2,117975,0.0,1.0,BWEN,3.3831436544928475,48.31014021693213,30.666666666666664
2008-10-03,9.3,9.3,8.41,8.41,84.1,97232,0.0,1.0,BWEN,9.198558872726927,51.53088138600811,42.66327396098391
2006-06-16,2.0,2.15,2.0,2.15,21.5,23820,0.0,1.0,BWEN,1.6725542584071695,70.45522807004805,26.470588235294112
2006-05-12,1.9,2.0,1.6,2.0,20.0,22423,0.0,1.0,BWEN,1.522742282923567,64.78215831722125,25.0
2005-09-08,3.0,3.0,3.0,3.0,30.0,0,0.0,1.0,BWEN,1.0253846153846153,84.73037136954956,197.02970297029702
2005-06-22,1.25,1.25,1.25,1.25,0.833375000000001,0,0.0,1.0,BWEN,1.0,79.11946987398933,25.0
2023-05-05,6.8,6.9,4.8,4.85,4.85,274661,0.0,1.0,TRNR,,,37.005649717514125
2023-05-04,6.3657,6.8835,6.03,6.8,6.8,187338,0.0,1.0,TRNR,,,40.20618556701032
2020-03-17,2.79,3.16,2.571,3.14,2.67883715873862,171173,0.0,1.0,EPM,2.6356463490599813,58.47854930383789,45.370370370370374
2008-11-19,1.31,1.44,1.27,1.4,0.888036977858224,101600,0.0,1.0,EPM,1.1991652512998268,56.988187283439586,33.33333333333333
2008-10-23,1.75,2.1,1.75,1.8,1.14176182867486,68500,0.0,1.0,EPM,1.5249770999221697,62.27284286695798,25.874125874125873
2008-10-06,2.51,2.55,2.26,2.55,1.61749592395605,72500,0.0,1.0,EPM,1.942251824863569,66.34391622074227,26.237623762376238
2005-01-03,2.0,2.0,2.0,2.0,1.26862425408318,0,0.0,1.0,EPM,2.030387011265739,51.25963740519941,25.0
2004-06-22,4.3,4.4,4.2,4.25,2.69582653992675,9500,0.0,1.0,EPM,2.973321502514049,70.68482225499636,26.86567164179103
2004-02-05,1.25,1.25,1.25,1.25,0.792890158801986,40000,0.0,0.025,EPM,1.3070816599732262,46.64755242599123,66.66666666666667
2004-01-21,0.025,0.05,0.025,0.05,1.26862425408318,48000,0.0,1.0,EPM,0.1889369268201385,26.103776254101163,66.66666666666667
2003-12-10,0.02,0.03,0.02,0.03,0.761174552449906,40000,0.0,1.0,EPM,0.021550387596899225,29.460557533071025,50.0
2003-11-10,0.04,0.04,0.04,0.04,1.01489940326654,0,0.0,1.0,EPM,0.03,43.78894865385205,33.33333333333335
2003-10-02,0.03,0.03,0.03,0.03,0.761174552449906,60000,0.0,1.0,EPM,0.024155251141552512,62.31727017485561,50.0
2003-09-25,0.04,0.04,0.04,0.04,1.01489940326654,0,0.0,1.0,EPM,0.025102880658436216,77.81992930831309,33.33333333333335
2003-08-26,0.04,0.04,0.04,0.04,1.01489940326654,8000,0.0,1.0,EPM,0.03691056910569106,57.30544448495215,33.33333333333335
2003-08-19,0.06,0.06,0.06,0.06,1.52234910489981,20000,0.0,1.0,EPM,0.041944444444444444,70.64218194319332,100.0
2003-07-09,0.05,0.05,0.05,0.05,1.26862425408318,0,0.0,1.0,EPM,0.059444444444444446,43.2778343923984,25.0
2003-06-02,0.04,0.04,0.04,0.04,1.01489940326654,0,0.0,1.0,EPM,0.03166666666666667,60.55993183541086,33.33333333333335
2003-05-06,0.04,0.04,0.04,0.04,1.01489940326654,8000,0.0,1.0,EPM,0.030217391304347824,70.11460160692822,33.33333333333335
2003-03-31,0.03,0.03,0.02,0.03,0.761174552449906,116000,0.0,1.0,EPM,0.02280193236714976,70.63744551648327,50.0
2003-03-28,0.04,0.04,0.03,0.04,1.01489940326654,48000,0.0,1.0,EPM,0.02491666666666667,81.98937883025025,33.33333333333335
2003-02-27,0.02,0.02,0.02,0.02,0.507449701633271,0,0.0,1.0,EPM,0.01576888888888889,53.129306919520225,100.0
2002-11-25,0.03,0.03,0.03,0.03,0.761174552449906,0,0.0,1.0,EPM,0.02,98.83176486982369,50.0
2002-11-14,0.03,0.03,0.03,0.03,0.761174552449906,0,0.0,1.0,EPM,0.024285714285714285,66.49757956228693,50.0
2002-10-24,0.03,0.03,0.03,0.03,0.761174552449906,0,0.0,1.0,EPM,0.025824915824915827,67.29484767811935,50.0
2002-09-27,0.04,0.04,0.04,0.04,1.01489940326654,0,0.0,1.0,EPM,0.03,88.32348281468505,33.33333333333335
2002-09-23,0.05,0.05,0.05,0.05,1.26862425408318,0,0.0,1.0,EPM,0.03166666666666667,93.73858149638535,25.0
2002-09-05,0.05,0.05,0.05,0.05,1.26862425408318,0,0.0,1.0,EPM,0.0374,73.72756106239243,66.66666666666667
2002-08-20,0.03,0.03,0.03,0.03,0.761174552449906,0,0.0,1.0,EPM,0.025777777777777778,48.029317742619966,50.0
2002-07-22,0.04,0.04,0.04,0.04,1.01489940326654,20000,0.0,1.0,EPM,0.03398148148148149,74.15462755180887,33.33333333333335
2002-07-15,0.05,0.05,0.05,0.05,1.26862425408318,32000,0.0,1.0,EPM,0.03787878787878788,85.04456663098378,25.0
2002-07-10,0.06,0.06,0.06,0.06,1.52234910489981,0,0.0,1.0,EPM,0.03895833333333334,74.88485794445359,50.0
2002-07-01,0.05,0.05,0.05,0.05,1.26862425408318,8000,0.0,1.0,EPM,0.045,58.24415448799707,25.0
2002-06-24,0.06,0.08,0.06,0.08,2.02979880653308,20000,0.0,1.0,EPM,0.058105263157894736,70.93761383606129,33.33333333333335
2002-06-20,0.1,0.1,0.1,0.1,2.53724850816635,48000,0.0,1.0,EPM,0.0678186274509804,72.84492492426374,42.85714285714286
2002-06-18,0.18,0.19,0.13,0.13,3.29842306061626,252000,0.0,1.0,EPM,0.0959071729957806,75.65838235695074,44.444444444444464
2002-06-17,0.19,0.2,0.18,0.19,4.82077216551607,32000,0.0,1.0,EPM,0.09913934426229508,83.13858483379445,46.153846153846146
2002-06-06,0.25,0.25,0.25,0.25,6.34312127041589,12000,0.0,1.0,EPM,0.1526354453627181,76.94698148277192,31.578947368421062
2002-06-03,0.27,0.27,0.27,0.27,6.85057097204916,12000,0.0,1.0,EPM,0.17744774477447744,68.79095579911245,50.00000000000002
2002-05-14,0.45,0.5,0.4,0.4,10.1489940326654,32000,0.0,1.0,EPM,0.3237024221453287,62.59552161329401,33.33333333333335
2002-05-03,0.12,0.13,0.1,0.1,2.53724850816635,28000,0.0,1.0,EPM,0.2750043630017452,39.308424570060644,25.0
2002-04-26,0.2,0.2,0.2,0.2,5.07449701633271,8000,0.0,1.0,EPM,0.19815406976744185,49.39066911740677,42.85714285714286
2002-04-25,0.2,0.28,0.2,0.28,7.10429582286579,36000,0.0,1.0,EPM,0.19022658610271903,55.9049981493015,40.000000000000014
2002-04-19,0.36,0.4,0.35,0.4,10.1489940326654,76000,0.0,1.0,EPM,0.1602031063321386,64.11158105351257,48.14814814814814
2002-04-12,1.1,1.5,0.9,1.4,35.521479114329,16000,0.0,1.0,EPM,0.3584591194968554,88.86079782138877,133.33333333333334
2002-04-09,1.28,1.3,0.75,0.8,20.2979880653308,20000,0.0,1.0,EPM,0.5089324618736384,57.72175385534555,100.0
2002-04-08,1.75,1.75,1.27,1.27,32.2230560537127,8000,0.0,1.0,EPM,0.5250108932461874,65.00267844393849,58.74999999999999
2002-04-05,1.75,1.75,1.55,1.6,40.5959761306617,4000,0.0,1.0,EPM,0.5495172413793104,69.0348871454693,25.984251968503933
2002-04-03,3.02,4.95,2.0,2.5,63.4312127041589,20000,0.0,1.0,EPM,0.6862527233115469,77.01728615407843,58.22784810126582
2002-04-02,3.75,3.75,3.75,3.75,95.1468190562383,0,0.0,1.0,EPM,0.7169483568075117,83.52460435750793,50.0
2002-03-27,7.15,7.15,7.0,7.0,177.607395571645,0,0.0,1.0,EPM,1.120879120879121,91.41660612816494,86.66666666666667
2002-02-06,0.06,0.07,0.06,0.07,177.607395571645,0,0.0,1.0,EPM,,18.104583969019885,40.000000000000014
2002-01-25,0.05,0.05,0.05,0.05,126.862425408318,0,0.0,1.0,EPM,,18.20096795545173,25.0
2002-01-15,0.05,0.1,0.045,0.1,253.724850816635,0,0.0,1.0,EPM,,19.62136300726705,66.66666666666667
2002-01-09,0.05,0.05,0.05,0.05,126.862425408318,0,0.0,1.0,EPM,,19.68070905756757,25.0
2001-11-29,0.06,0.06,0.06,0.06,152.234910489981,0,0.0,1.0,EPM,,26.67913618935289,100.0
2001-10-24,0.05,0.05,0.05,0.05,126.862425408318,0,0.0,1.0,EPM,,33.40449732936641,25.0
2001-05-21,0.09,0.09,0.09,0.09,228.352365734972,0,0.0,1.0,EPM,,63.99588267494184,28.57142857142856
2001-04-02,0.09,0.09,0.09,0.09,228.352365734972,0,0.0,1.0,EPM,,54.40713708248008,28.57142857142856
2001-02-28,0.13,0.13,0.13,0.13,329.842306061626,0,0.0,1.0,EPM,,69.55629056202946,30.000000000000004
2001-02-15,0.19,0.19,0.19,0.19,482.077216551607,0,0.0,1.0,EPM,,73.35463208201833,46.153846153846146
2001-01-25,0.21,0.28,0.21,0.24,608.939641959925,0,0.0,1.0,EPM,,76.54925193602693,26.315789473684205
2000-12-22,0.07,0.09,0.07,0.09,228.352365734972,0,0.0,1.0,EPM,,45.6680348862913,50.0
2000-12-20,0.07,0.09,0.07,0.09,228.352365734972,0,0.0,1.0,EPM,,47.00324750640134,28.57142857142856
2000-12-14,0.08,0.08,0.08,0.08,202.979880653308,0,0.0,1.0,EPM,,46.45087379642146,33.33333333333335
2000-12-04,0.09,0.1,0.08,0.1,253.724850816635,0,0.0,1.0,EPM,,55.52069095013084,25.0
2000-10-19,0.19,0.19,0.19,0.19,482.077216551607,0,0.0,1.0,EPM,,65.7858087730176,46.153846153846146
2000-10-16,0.19,0.25,0.19,0.25,634.312127041589,0,0.0,1.0,EPM,,76.2082491786213,25.0
2000-10-12,0.31,0.31,0.31,0.31,786.54703753157,0,0.0,1.0,EPM,,76.27235699533975,40.90909090909092
2000-09-21,0.56,0.63,0.41,0.53,1344.74170932817,0,0.0,1.0,EPM,,81.23187653903867,29.268292682926834
2000-09-13,0.343,0.75,0.343,0.75,1902.93638112477,400000,0.0,1.0,EPM,0.5938333333333333,70.85936376121508,41.50943396226414
2000-09-06,0.26,0.31,0.22,0.25,634.312127041589,0,0.0,1.0,EPM,0.4685,43.87228160364237,31.578947368421062
2000-08-25,0.13,0.13,0.13,0.13,329.842306061626,0,0.0,1.0,EPM,0.4685,39.78742581147943,30.000000000000004
2000-08-18,0.12,0.13,0.12,0.13,329.842306061626,0,0.0,1.0,EPM,,40.943196562872366,30.000000000000004
2000-08-14,0.1,0.13,0.1,0.13,329.842306061626,0,0.0,1.0,EPM,,42.49535361181309,30.000000000000004
2000-08-01,0.17,0.17,0.17,0.17,431.33224638828,0,0.0,1.0,EPM,,49.712133404015276,30.76923076923077
2000-06-26,0.13,0.13,0.13,0.13,329.842306061626,0,0.0,1.0,EPM,,51.32271049767308,44.444444444444464
2000-06-16,0.16,0.16,0.16,0.16,405.959761306617,0,0.0,1.0,EPM,,59.16049445967683,77.77777777777779
2000-05-26,0.13,0.13,0.13,0.13,329.842306061626,0,0.0,1.0,EPM,,51.372802898293315,44.444444444444464
2000-05-23,0.19,0.19,0.19,0.19,482.077216551607,0,0.0,1.0,EPM,,63.87899427418753,46.153846153846146
2000-04-26,0.19,0.23,0.19,0.23,583.567156878262,0,0.0,1.0,EPM,,70.21045578813754,43.75
2000-04-24,0.22,0.22,0.22,0.22,558.194671796598,0,0.0,1.0,EPM,,61.24958699324934,29.411764705882337
2000-03-27,0.22,0.24,0.22,0.24,608.939641959925,0,0.0,1.0,EPM,,49.98793854162708,26.315789473684205
2000-03-14,0.437,0.437,0.375,0.375,951.468190562383,0,0.0,1.0,EPM,,67.17305355514068,56.25
2000-03-10,0.43,0.43,0.43,0.43,1091.01685851153,0,0.0,1.0,EPM,,63.53107831926101,86.95652173913042
2000-02-07,0.22,0.22,0.22,0.22,558.194671796598,0,0.0,1.0,EPM,,53.21534159930994,69.23076923076923
2000-01-24,0.19,0.19,0.19,0.19,482.077216551607,0,0.0,1.0,EPM,,49.68201326936521,46.153846153846146
2000-01-06,0.25,0.31,0.1,0.31,786.54703753157,400000,0.0,1.0,EPM,0.225,68.08561199640627,63.1578947368421
1999-12-27,0.09,0.11,0.09,0.09,228.352365734972,0,0.0,1.0,EPM,0.225,42.30626569807388,28.57142857142856
1999-12-08,0.09,0.09,0.09,0.09,228.352365734972,0,0.0,1.0,EPM,,45.64055097438047,28.57142857142856
1999-11-29,0.11,0.11,0.11,0.11,279.097335898299,0,0.0,1.0,EPM,,52.295186514174624,57.14285714285714
1999-11-17,0.08,0.09,0.08,0.09,228.352365734972,0,0.0,1.0,EPM,,47.26081362408607,28.57142857142856
1999-11-11,0.12,0.12,0.11,0.12,304.469820979963,0,0.0,1.0,EPM,,56.80895634634221,33.33333333333333
2021-02-16,2.37,2.45,2.06,2.26,19.0880733602847,70409082,0.0,1.0,SHIP,1.5791753859632838,79.228026068198,29.885057471264354
2020-08-17,1.23,1.25,1.12,1.17,9.88187868651905,3193712,0.0,1.0,SHIP,0.5293261585741532,90.80633899716925,114.24647500457787
2020-06-25,0.29,0.3,0.25,0.28,37.8383047141926,228938627,0.0,1.0,SHIP,0.3740916092406262,28.436176448194743,64.70588235294119
2020-04-08,0.18,0.19,0.17,0.18,24.3246244591238,23581722,0.0,1.0,SHIP,0.15279800680059893,52.0737893502696,28.57142857142856
2020-03-30,0.36,0.44,0.27,0.33,44.595144841727,14866329,0.0,1.0,SHIP,0.15409292330253357,75.00655012400125,120.00000000000001
2020-03-20,0.19,0.2,0.17,0.18,24.3246244591238,318565,0.0,1.0,SHIP,0.1717710836503591,50.76745805593939,38.46153846153846
2019-11-04,0.77,0.9,0.77,0.83,112.163546117071,3590861,0.0,1.0,SHIP,0.6395477419587761,81.79807030764857,33.87096774193547
2019-05-08,3.52,3.88,3.35,3.65,493.249329310011,64261,0.0,1.0,SHIP,1.523938183933007,94.98931943116291,97.29729729729728
2017-04-04,0.96,1.21,0.92,1.1,2229.75724208635,82711,0.0,1.0,SHIP,0.9132184998403463,73.1505806688194,27.892105569119874
2016-12-07,2.4,2.4,2.2,2.2,4459.5144841727,386583,0.0,1.0,SHIP,1.2684470115272655,79.61028973140243,83.33333333333334
2016-11-17,8.05,8.25,3.75,3.9,7905.50294921523,5436840,0.0,1.0,SHIP,3.4592113458143094,85.47088096514643,32.203389830508456
2016-11-16,5.7,8.65,5.7,7.2,14594.7746754743,12439272,0.0,1.0,SHIP,4.964650438008093,93.76275611844322,84.61538461538463
2016-02-08,3.405,3.405,2.87,3.0391,6160.41384947693,1488,0.0,1.0,SHIP,2.6948750339949736,56.346799069008405,25.95739389920424
2016-02-03,3.9,4.63,3.9,4.32,8756.86480528457,6507,0.0,1.0,SHIP,3.1710202273815282,73.47568350944786,25.217391304347835
2016-01-28,5.45,5.64,4.38,5.54,11229.8682919622,31946,0.0,1.0,SHIP,4.244105461763007,72.69044908527681,42.05128205128206
2015-07-20,1.38,1.39,1.1801,1.23,12466.3700353009,81943,0.0,1.0,SHIP,1.0263937026760332,73.17700371436254,30.85106382978724
2014-12-08,1.16,1.2392,1.16,1.1684,11842.0380075168,11090,0.0,1.0,SHIP,0.9760277755190918,64.72864033218553,41.62424242424245
2011-08-05,3.73,3.99,3.65,3.756,38068.0372785287,9600,0.0,1.0,SHIP,3.434206214201593,53.02368018960356,25.2
2010-01-28,2.1,2.1,1.77,1.8,273652.025165143,114000,0.0,1.0,SHIP,1.2059973073817272,79.31604733087536,50.0
2009-03-13,3.57,4.15,3.5601,4.15,630919.946908523,901,0.0,1.0,SHIP,3.8714238297642583,56.20108216866914,26.911314984709488
2022-05-27,5.09,5.57,4.85,5.38,5.38,1234142,0.0,1.0,PDSB,4.102992615393867,69.6170587833528,37.24489795918367
2021-06-14,12.2,13.22,11.4,12.86,12.86,2076851,0.0,1.0,PDSB,10.662938044110879,60.91509200658494,39.78260869565218
2021-06-04,11.36,13.4799,11.3,12.78,12.78,1943726,0.0,1.0,PDSB,10.683297978301963,56.68233674967121,35.95744680851063
2020-08-10,3.94,4.06,3.73,3.92,3.92,1543965,0.0,1.0,PDSB,2.9751885321150215,81.33107236829747,30.666666666666664
2020-06-29,1.8867,3.15,1.88,2.6,2.6,36794321,0.0,1.0,PDSB,2.3964277066474002,50.181169995251246,29.35323383084578
2020-02-11,2.04,2.05,1.72,1.78,1.78,192385,0.0,1.0,PDSB,1.3438887722126365,83.44178714193228,34.84848484848484
2019-09-25,5.06,5.3,4.28,4.45,4.45,46550,0.0,1.0,PDSB,4.087036075098771,65.91037288641468,29.628011302397383
2018-11-26,0.84,0.8498,0.6504,0.6745,13.49,4931343,0.0,1.0,PDSB,0.6250424744376634,64.36619754330457,27.77041106270126
2018-03-27,17.03,17.14,15.55,15.59,311.8,199787,0.0,1.0,PDSB,1.3305956739029179,97.95392892518893,1090.0763358778627
2019-05-09,6.66,6.779,6.57,6.67,6.67,17473,0.0,1.0,INTT,5.342278545694342,87.29119059766029,25.14071294559099
2010-11-03,3.31,3.38,3.3,3.33,3.22344426222951,238000,0.0,1.0,INTT,2.622862312302202,76.81068065612843,27.586206896551737
2009-04-30,0.1905,0.23,0.1905,0.229,0.221672293108276,3200,0.0,1.0,INTT,0.1942526899611758,59.112329462211406,34.70588235294117
2009-03-31,0.27,0.3,0.12,0.22,0.212960281588736,27600,0.0,1.0,INTT,0.1491110257266956,63.484611891812285,52.24913494809689
2009-03-18,0.14,0.19,0.14,0.19,0.183920243190272,5200,0.0,1.0,INTT,0.17136785863655365,56.42490705871987,35.7142857142857
2009-02-27,0.22,0.22,0.22,0.22,0.212960281588736,258400,0.0,1.0,INTT,0.20735653614457825,60.515085807856885,29.411764705882337
2009-02-13,0.3,0.3,0.3,0.3,0.290400383984641,2000,0.0,1.0,INTT,0.2175238029782359,69.0752195621256,66.66666666666667
2009-02-09,0.23,0.23,0.23,0.23,0.222640294388224,0,0.0,1.0,INTT,0.22570749112043909,53.85886141074108,27.77777777777779
2009-02-04,0.29,0.29,0.29,0.29,0.280720371185153,0,0.0,1.0,INTT,0.2521982645122677,60.67131799503868,31.519274376417215
2009-01-23,0.33,0.33,0.33,0.33,0.319440422383105,0,0.0,1.0,INTT,0.2576126693766933,61.96061872300356,43.47826086956521
2008-12-26,0.28,0.28,0.28,0.28,0.271040358385665,300,0.0,1.0,INTT,0.29171948517432367,51.73759912688975,33.33333333333335
2008-12-18,0.23,0.24,0.19,0.24,0.232320307187712,300,0.0,1.0,INTT,0.2342348501263992,48.294602946893164,41.17647058823528
2008-11-28,0.35,0.35,0.35,0.35,0.338800447982081,100,0.0,1.0,INTT,0.18472341445151627,65.97091716377983,39.99999999999999
2008-11-21,0.16,0.34,0.11,0.275,0.266200351985921,3900,0.0,1.0,INTT,0.21338974358974364,53.67291786792784,60.81871345029239
2008-11-18,0.6,0.6,0.35,0.3725,0.360580476780929,1800,0.0,1.0,INTT,0.22357865669683852,61.37388750570158,49.0
2008-11-14,0.55,0.55,0.55,0.55,0.532400703971841,0,0.0,1.0,INTT,0.2257679562657696,71.32427563886617,37.5
2008-11-06,0.624,0.624,0.6,0.6,0.580800767969281,2100,0.0,1.0,INTT,0.3122433679354095,65.35800483969793,39.53488372093024
2008-10-31,0.6,0.78,0.6,0.78,0.755040998360066,26700,0.0,1.0,INTT,0.5526110546378654,71.52491205963638,30.02167027837974
2008-10-20,0.77,0.77,0.77,0.77,0.745360985560578,0,0.0,1.0,INTT,0.6486113117632307,61.493078915835206,28.333333333333343
2006-11-01,5.2,5.47,5.1001,5.25,5.08200671973121,119200,0.0,1.0,INTT,3.83215917271018,66.46884462421568,42.27642276422765
2004-10-18,7.48,8.0,7.4,7.76,7.5116899324027,54100,0.0,1.0,INTT,4.623310134130603,90.32348348469615,85.20286396181382
2000-03-01,25.22,25.63,24.88,25.5,24.6840326386945,34000,0.0,1.0,INTT,20.263718995484627,66.37060345833811,29.11392405063291
2018-11-27,83.46,84.5,82.02,82.29,36.2666212803954,8904,0.0,1.0,BMRC,41.09568589621706,94.05511204621095,92.26635514018695
2004-05-24,45.65,45.65,45.49,45.49,10.4132152640549,667,0.0,1.0,BMRC,31.972058354755784,83.91040895691732,50.33046926635822
2020-03-11,6.17,6.2,5.61,5.67,5.67,43029,0.0,1.0,MEC,5.42706199965912,50.04834362802532,41.39650872817955
2019-10-29,12.46,12.46,11.5,11.76,11.76,91589,0.0,1.0,MEC,9.302263012240802,64.82012125264272,49.42820838627699
2005-10-27,18.7,18.75,18.65,18.75,9.01075684751636,14300,0.0,1.0,BCBP,16.950811078140454,73.53544917808887,25.0
2004-11-23,23.0,23.0,23.0,23.0,11.0531950662867,0,0.0,1.0,BCBP,18.98857923497268,69.20859609164918,25.0
2022-06-09,5.81,6.71,5.15,6.43,6.43,109119,0.0,1.0,IMRX,4.739982186301602,58.904142903720704,29.898989898989893
2022-11-03,9.34,9.52,9.04,9.41,9.41,249806,0.0,1.0,UFI,7.69948528086903,61.9729790702701,31.977559607293138
2020-03-19,12.34,12.4142,10.49,11.57,11.57,109434,0.0,1.0,UFI,9.720364293196342,56.00159286328587,44.987468671679196
2020-03-13,14.84,15.46,14.18,15.45,15.45,122997,0.0,1.0,UFI,10.602312757969191,65.31475020463965,31.043256997455472
2020-01-28,26.73,27.85,26.73,27.31,27.31,120783,0.0,1.0,UFI,22.296990544843016,72.88710241991782,33.024841695080354
2009-04-29,1.01,1.15,0.99,1.15,3.45,296700,0.0,1.0,UFI,1.42813137391525,40.53174633867407,27.777777777777768
2008-12-18,4.22,4.27,3.86,3.95,11.85,288900,0.0,1.0,UFI,2.7722583248052777,81.06693063201882,43.11594202898552
2006-12-07,2.48,2.49,2.35,2.42,7.26000000000001,84300,0.0,1.0,UFI,2.123399020823709,53.960495024703114,40.697674418604656
2004-04-13,4.2,4.2,4.01,4.17,12.51,151200,0.0,1.0,UFI,2.7914472858132213,77.49161859327181,54.44444444444443
2001-01-09,9.313,9.375,9.188,9.313,27.939,45000,0.0,1.0,UFI,6.949099956497009,73.53966512588617,25.174731182795696
2008-03-05,10.81,10.86,10.62,10.84,3.69798458445994,324100,0.0,1.0,SPOK,7.619160295466843,86.27878636539351,26.193247962747378
